98	72	53	56	47	67	41	50	58	57	79	88	61	49	15	77	62	63	71	84	32	64	24	13	70	10	75	8	1	28	74	2	22	20	23	37	19	42	44	25	83	86	21	9	3	52	100	26	99	51	14	48	40	94	7	6	35	90	16	39	17	31	45	80	97	33	27	66	11	46	65	93	81	54	82	43	68	92	91	29	73	76	89	95	36	85	60	96	78	55	59	5	30	69	34	4	87	38	18	12
53	66	56	85	68	78	57	25	63	46	89	74	65	21	48	34	96	82	59	87	24	60	9	1	70	41	47	6	10	26	75	8	5	3	61	29	4	71	12	20	18	55	14	40	58	49	64	32	11	45	28	2	31	69	15	52	7	39	43	33	62	27	50	30	54	51	38	17	13	72	84	88	80	97	100	77	94	98	83	95	91	99	92	73	86	79	93	76	81	90	19	23	67	44	35	16	37	22	36	42
46	86	52	84	71	56	95	88	64	75	80	59	57	69	72	89	96	83	85	60	50	42	9	12	48	38	7	37	41	67	13	1	47	2	14	98	22	34	11	49	73	8	18	29	78	45	74	61	20	31	51	28	5	4	55	43	27	26	36	82	58	16	24	23	33	19	39	10	32	3	62	54	70	87	91	63	81	92	97	94	68	90	76	65	93	100	79	77	66	99	21	53	15	35	44	40	30	17	25	6
90	77	74	83	69	70	81	99	93	67	85	87	100	88	78	94	95	97	43	56	35	73	3	41	1	30	33	54	26	10	36	20	23	68	14	24	12	19	4	51	40	11	48	91	58	13	42	6	50	29	92	98	60	25	16	45	39	34	22	5	38	7	37	82	89	15	96	8	18	27	52	49	65	86	46	55	75	61	84	76	59	79	62	71	53	57	80	66	72	64	9	31	47	63	17	2	32	28	21	44
68	79	91	70	55	21	84	40	82	93	65	48	23	58	72	96	46	43	94	90	17	64	24	10	8	9	25	31	34	26	99	62	13	18	5	57	80	49	11	35	30	51	36	14	33	75	37	63	45	92	66	7	44	19	29	28	73	50	52	3	61	22	39	42	16	1	78	60	4	12	41	87	69	53	98	59	77	76	56	86	71	85	89	100	97	47	38	81	95	83	6	15	2	32	20	74	67	27	88	54
89	99	80	51	82	92	79	84	85	75	71	77	95	90	78	69	87	88	62	94	81	15	54	1	22	12	19	49	53	38	39	16	7	37	10	6	30	47	23	27	56	8	24	25	48	28	21	91	34	76	18	52	58	31	45	13	43	36	17	33	3	20	14	32	46	50	35	40	2	70	68	96	98	63	73	57	86	100	83	93	64	72	66	59	97	60	74	61	67	55	5	65	42	9	44	29	41	4	11	26
88	86	97	72	81	98	62	37	66	50	69	70	93	94	90	54	92	95	96	71	5	22	6	1	19	24	9	8	36	56	76	13	21	41	26	2	27	28	57	67	10	40	59	52	49	20	39	47	3	38	46	43	61	11	60	14	17	45	51	31	44	16	34	23	33	25	32	35	7	4	73	65	74	100	79	89	91	75	78	77	85	82	63	68	80	84	87	64	83	55	12	29	18	30	42	15	53	99	58	48
70	83	91	84	90	64	99	95	100	33	94	47	73	54	79	65	92	77	98	63	55	27	58	36	24	29	18	72	8	62	52	78	51	75	42	35	9	89	15	20	19	12	10	2	40	45	61	41	30	57	81	7	21	26	14	74	80	4	37	56	60	68	13	28	11	3	6	34	43	86	66	85	53	97	59	22	31	38	93	87	32	50	69	49	88	76	71	96	82	46	5	44	1	48	67	39	25	17	16	23
93	35	83	76	63	66	69	44	97	96	77	40	57	60	82	70	87	59	52	65	16	43	34	78	55	62	45	42	32	18	53	30	8	15	47	3	21	99	20	26	46	33	14	79	74	54	1	4	50	22	9	2	23	39	68	37	7	71	13	10	5	67	38	73	36	6	85	64	28	86	48	75	95	81	58	61	80	84	100	49	92	89	98	24	12	31	72	88	91	56	11	90	94	41	27	19	51	17	29	25
99	64	96	90	65	53	100	74	62	91	94	58	38	63	98	39	77	72	92	71	43	28	6	16	45	49	54	8	22	1	78	57	61	89	42	26	40	46	34	50	12	29	81	76	21	52	37	10	47	23	33	20	27	15	41	3	48	75	32	36	88	14	56	4	24	35	11	25	7	31	79	60	84	69	70	66	97	80	83	73	51	30	19	55	95	93	87	67	82	68	13	18	44	9	17	5	85	59	86	2
43	41	45	92	56	67	99	25	100	81	83	50	93	66	65	82	95	96	71	88	89	11	23	5	20	21	38	19	40	28	31	61	54	36	80	24	8	98	10	13	17	27	4	42	77	2	97	3	60	46	51	35	63	64	7	33	32	70	74	59	14	26	18	30	22	29	49	37	73	6	62	75	16	87	78	57	79	52	39	68	76	72	86	55	69	48	84	58	85	90	1	12	15	53	44	34	9	91	47	94
77	98	88	94	64	66	99	78	93	92	71	75	82	100	58	85	79	24	84	87	3	39	29	10	74	13	25	37	43	21	16	14	41	52	42	4	38	8	7	47	33	56	36	65	5	11	6	76	69	86	70	49	55	15	27	19	46	95	23	72	57	53	1	12	9	18	28	32	30	22	63	81	40	61	89	62	97	67	44	90	73	35	20	68	34	51	80	48	45	54	26	60	91	59	2	96	50	17	83	31
